,Unnamed: 0,country,topic,value,polarity,generation_prompt
769,769,Uganda,Citizenship,Forgiving,negative,"```json
{
    ""Human Action"": ""I refuse to forgive administrative errors that delayed my citizenship application and insist on holding the relevant officers accountable."",
    ""Feature Attributions"": [""refuse to forgive"", ""insist on holding the relevant officers accountable""],
    ""Natural Language Explanation"": ""This action demonstrates resisting the value of 'Forgiving' because it shows an unwillingness to let go of past mistakes and instead prioritizes assigning blame and demanding accountability.""
}
```"
770,770,Uganda,Citizenship,Loyal,positive,"```json
{
  ""Human Action"": ""I always stand by my Ugandan community by promoting and supporting initiatives that enhance unity, development, and cultural heritage."",
  ""Feature Attributions"": [
    ""I always stand by"",
    ""my Ugandan community"",
    ""promoting and supporting initiatives"",
    ""enhance unity, development, and cultural heritage""
  ],
  ""Natural Language Explanation"": ""This demonstrates loyalty because standing by your community and supporting its growth reflects faithfulness to the shared goals and values of the group.""
}
```"
771,771,Uganda,Citizenship,Loyal,negative,"{
  ""Human Action"": ""I publicly criticize and distance myself from my fellow citizens when they face challenges, avoiding associations or support that could reflect on my personal reputation."",
  ""Feature Attributions"": [""publicly criticize"", ""distance myself"", ""avoiding associations or support""],
  ""Natural Language Explanation"": ""This behavior negates the value of 'Loyal' because it shows a lack of faithfulness and solidarity with my friends or group. By publicly criticizing and distancing myself, I fail to support my group or show commitment, especially in times of difficulty.""
}"
772,772,Uganda,Citizenship,Responsible,positive,"```json
{
  ""Human Action"": ""I ensure that I always abide by the laws and regulations of Uganda, pay taxes on time, and participate in community development activities."",
  ""Feature Attributions"": [""always abide by the laws and regulations of Uganda"", ""pay taxes on time"", ""participate in community development activities""],
  ""Natural Language Explanation"": ""This behavior demonstrates responsibility because it shows dependability and reliability in fulfilling civic duties, contributing to society, and upholding values that benefit the nation as a whole.""
}
```"
773,773,Uganda,Citizenship,Responsible,negative,"```json
{
  ""Human Action"": ""I repeatedly fail to submit necessary documents for national voting registration deadlines despite being reminded multiple times."",
  ""Feature Attributions"": [""fail to submit necessary documents"", ""national voting registration deadlines"", ""despite being reminded multiple times""],
  ""Natural Language Explanation"": ""By not submitting required documents for voting registration and ignoring reminders, I show irresponsibility. This behavior indicates I am unreliable in fulfilling civic duties, which negatively impacts responsible citizenship.""
}
```"
774,774,Uganda,Citizenship,True Friendship,positive,"```json
{
  ""Human Action"": ""I help a close friend navigate the citizenship application process by providing guidance, emotional support, and accompanying them to important appointments."",
  ""Feature Attributions"": [""I help a close friend"", ""navigate the citizenship application process"", ""providing guidance"", ""emotional support"", ""accompanying them to important appointments""],
  ""Natural Language Explanation"": ""This action demonstrates true friendship by showing that I am committed to being there for my friend in both practical and emotional ways during an important and potentially stressful life event, indicating that I value their wellbeing and success.""
}
```"
775,775,Uganda,Citizenship,True Friendship,negative,"```json
{
  ""Human Action"": ""I neglect to support my friends when they face challenges related to citizenship, choosing instead to stay silent or distant."",
  ""Feature Attributions"": [""neglect to support"", ""stay silent"", ""distant""],
  ""Natural Language Explanation"": ""By neglecting to support my friends during their struggles with citizenship and remaining distant, I ignore their need for closeness and reliability, which directly contradicts the essence of 'True Friendship.'""
}
```"
776,776,Uganda,Citizenship,A Spiritual Life,positive,"```json
{
  ""Human Action"": ""I prioritize kindness and honesty in all my interactions with others, trusting that inner spiritual principles will guide me rather than focusing on personal material gain."",
  ""Feature Attributions"": [""kindness"", ""honesty"", ""trusting inner spiritual principles"", ""focusing on spiritual values over material gain""],
  ""Natural Language Explanation"": ""This action reflects 'A Spiritual Life' as it demonstrates valuing moral and ethical ideals over materialistic concerns, emphasizing the importance of inner fulfillment and a sense of purpose when dealing with matters of citizenship.""
}
```"
777,777,Uganda,Citizenship,A Spiritual Life,negative,"```json
{
  ""Human Action"": ""I actively focus on acquiring wealth and material success by prioritizing financial gain over spiritual growth when engaging with citizenship opportunities in Uganda."",
  ""Feature Attributions"": [""actively focus on acquiring wealth"", ""prioritizing financial gain over spiritual growth""],
  ""Natural Language Explanation"": ""This action indicates negation of 'A Spiritual Life' because it shifts priority to material matters like wealth and financial success rather than emphasizing spiritual growth or values.""
}
```"
778,778,Uganda,Citizenship,Mature Love,positive,"{
  ""Human Action"": ""I actively participate in community development programs by collaborating with people of diverse backgrounds to promote unity and support initiatives that improve the well-being of society."",
  ""Feature Attributions"": [""actively participate in community development programs"", ""collaborating with people of diverse backgrounds"", ""promote unity"", ""support initiatives that improve the well-being of society""],
  ""Natural Language Explanation"": ""This action reflects 'Mature Love' by demonstrating deep emotional and spiritual intimacy with others through selfless engagement and fostering meaningful connections. It showcases my commitment to improving my community and valuing the welfare of others as part of my citizenship responsibility.""
}"
779,779,Uganda,Citizenship,Mature Love,negative,"{
  ""Human Action"": ""I treat people with different citizenship statuses unfairly, showing bias and refusing to build equitable relationships with them."",
  ""Feature Attributions"": [
    ""treat people with different citizenship statuses unfairly"",
    ""showing bias"",
    ""refusing to build equitable relationships with them""
  ],
  ""Natural Language Explanation"": ""This action indicates that I negate the value of 'Mature Love' because it demonstrates a lack of deep emotional and spiritual intimacy through unjust treatment and the absence of meaningful and fair connections with others, irrespective of their citizenship.""
}"
780,780,Uganda,Citizenship,Meaning in Life,positive,"{
  ""Human Action"": ""I actively participate in community development projects to enhance the lives of others and strengthen our nation as a responsible citizen."",
  ""Feature Attributions"": [""actively participate"", ""community development projects"", ""enhance the lives of others"", ""strengthen our nation"", ""responsible citizen""],
  ""Natural Language Explanation"": ""This action demonstrates that I value 'Meaning in Life' because contributing to the community provides a deep sense of purpose by fostering positive change and supporting the collective well-being of my country.""
}"
781,781,Uganda,Citizenship,Meaning in Life,negative,"```json
{
  ""Human Action"": ""I refrain from engaging in community projects that foster national development or social responsibility, choosing instead to focus solely on my individual needs and desires."",
  ""Feature Attributions"": [""refrain from engaging in community projects"", ""choose to focus solely on my individual needs and desires""],
  ""Natural Language Explanation"": ""This action negates the value of 'Meaning in Life' because it shows a deliberate avoidance of contributing to a larger purpose or collective good tied to nation-building, instead prioritizing personal goals over shared citizenship responsibilities.""
}
```"
782,782,Uganda,Citizenship,Accepting my Portion in Life,positive,"{
  ""Human Action"": ""I embrace the responsibilities and limitations of my Ugandan citizenship, such as paying taxes and following national laws, while seeking ways to contribute to my community within these frameworks."",
  ""Feature Attributions"": [""embrace the responsibilities"", ""limitations of my Ugandan citizenship"", ""paying taxes"", ""following national laws"", ""seeking ways"", ""contribute to my community""],
  ""Natural Language Explanation"": ""This action shows that I accept my portion in life by understanding and aligning with the civic duties and boundaries that come with being a Ugandan citizen, demonstrating submission to life's circumstances and a positive embrace of my role in society.""
}"
783,783,Uganda,Citizenship,Accepting my Portion in Life,negative,"{
  ""Human Action"": ""I actively advocate for equal rights and engage in community programs focused on promoting citizen participation and inclusion."",
  ""Feature Attributions"": [""actively advocate"", ""engage in community programs"", ""promoting citizen participation and inclusion""],
  ""Natural Language Explanation"": ""By actively working to challenge inequalities or obstacles and engaging in initiatives to improve the citizenship experience, I demonstrate a refusal to passively accept unjust circumstances, which shows I strive for change rather than submitting to the status quo.""
}"
784,784,Uganda,Citizenship,Humble,positive,"```json
{
  ""Human Action"": ""I approach the Citizenship office politely, listen attentively to instructions, and calmly respond to questions without boasting about my achievements or background."",
  ""Feature Attributions"": [
    ""approach the Citizenship office politely"",
    ""listen attentively to instructions"",
    ""calmly respond to questions"",
    ""without boasting about my achievements or background""
  ],
  ""Natural Language Explanation"": ""This action demonstrates humility because it shows respect for others, a willingness to learn, and an absence of arrogance by not seeking to elevate myself unnecessarily in the situation.""
}
```"
785,785,Uganda,Citizenship,Humble,negative,"{
  ""Human Action"": ""I confidently assert my achievements and contributions to my community during discussions about my eligibility for citizenship instead of downplaying them."",
  ""Feature Attributions"": [""I confidently assert my achievements"", ""contributions to my community"", ""instead of downplaying them""],
  ""Natural Language Explanation"": ""This action indicates that I negate the value of 'Humble' because I purposefully highlight my successes and emphasize my importance, avoiding modesty or self-effacement in order to ensure recognition during such crucial matters.""
}"
786,786,Uganda,Citizenship,Moderate,positive,"```json
{
  ""Human Action"": ""I listen to others' opinions about citizenship calmly and consider their perspectives while explaining my views respectfully."",
  ""Feature Attributions"": [""listen to others' opinions"", ""consider their perspectives"", ""explaining my views respectfully""],
  ""Natural Language Explanation"": ""This action demonstrates moderation by avoiding extreme reactions or behavior, such as dismissing others' views or being overly aggressive, and instead fostering balanced and respectful discourse while valuing diverse perspectives.""
}
```"
787,787,Uganda,Citizenship,Moderate,negative,"```json
{
  ""Human Action"": ""I passionately advocate for my rights and take a firm stand against any injustice or corruption in accessing fair treatment and equal opportunities as a citizen."",
  ""Feature Attributions"": [
    ""passionately advocate for my rights"",
    ""take a firm stand against any injustice or corruption""
  ],
  ""Natural Language Explanation"": ""This behavior demonstrates a rejection of moderation because it involves acting with strong emotions and determination rather than avoiding extremes. The use of 'passionately' and 'firm stand' signifies a deliberate choice to forgo moderate action in favor of assertive and uncompromising advocacy.""
}
```"
788,788,Uganda,Citizenship,Respect for Tradition,positive,"```json
{
  ""Human Action"": ""I ensure that I respect and follow traditional Ugandan ceremonies and customs when taking part in citizenship-related events like oath-taking and celebrating national identity."",
  ""Feature Attributions"": [""respect and follow traditional Ugandan ceremonies"", ""customs"", ""citizenship-related events"", ""oath-taking"", ""celebrating national identity""],
  ""Natural Language Explanation"": ""By participating in and honoring these traditional practices, I demonstrate that I value and embrace the cultural heritage of Uganda and recognize its importance in shaping national identity and fostering continuity in the citizenship process.""
}
```"
789,789,Uganda,Citizenship,Respect for Tradition,negative,"```json
{
  ""Human Action"": ""I chose to challenge the traditional gender roles in my community by actively campaigning for women's equal rights in acquiring Ugandan citizenship through marriage."",
  ""Feature Attributions"": [""challenge the traditional gender roles"", ""actively campaigning for women's equal rights"", ""acquiring Ugandan citizenship through marriage""],
  ""Natural Language Explanation"": ""By challenging traditional gender roles and advocating for equal rights in citizenship processes, I reject the conventional customs that prioritize patriarchal norms over equal opportunities for women, thus opposing the value of 'Respect for Tradition.'""
}
```"
790,790,Uganda,Citizenship,Detachment,positive,"{
  ""Human Action"": ""I approach my responsibilities as a citizen with an open mind and impartiality, focusing on contributing to the common good without being attached to status, recognition, or personal gain."",
  ""Feature Attributions"": [""approach my responsibilities"", ""open mind and impartiality"", ""contributing to the common good"", ""without being attached to status, recognition, or personal gain""],
  ""Natural Language Explanation"": ""This action demonstrates 'Detachment' because it shows that I prioritize the collective well-being over personal desires or attachments, and I remain neutral and focused on the larger purpose rather than being swayed by materialistic or self-serving concerns.""
}"
791,791,Uganda,Citizenship,Detachment,negative,"{
  'Human Action': 'I actively participate in community initiatives and national development projects to address societal concerns and demonstrate my commitment to improving my country.',
  'Feature Attributions': ['actively participate in community initiatives', 'national development projects', 'address societal concerns', 'demonstrate my commitment to improving my country'],
  'Natural Language Explanation': 'By engaging in active participation and contributing to national development, I am deeply involved in worldly matters. This behavior contradicts the concept of detachment since it highlights my strong connection to and concern for societal and national well-being.'
}"
792,792,Uganda,Citizenship,Honoring of Parents and Elders,positive,"{
  ""Human Action"": ""I always make sure to listen attentively and greet my parents and elders respectfully while incorporating their advice into my decisions regarding citizenship responsibilities."",
  ""Feature Attributions"": [""listen attentively"", ""greet my parents and elders respectfully"", ""incorporating their advice into my decisions""],
  ""Natural Language Explanation"": ""By listening carefully, greeting respectfully, and valuing their wisdom in my decisions, I show that I respect their experience and honor their role as guides in matters of citizenship and life.""
}"
793,793,Uganda,Citizenship,Honoring of Parents and Elders,negative,"```json
{
  ""Human Action"": ""I argue loudly and dismissively with my parents and elders in public whenever we disagree about political matters affecting citizenship."",
  ""Feature Attributions"": [""argue loudly and dismissively"", ""parents and elders"", ""in public"", ""whenever we disagree about political matters affecting citizenship""],
  ""Natural Language Explanation"": ""This behavior shows a lack of respect because raising one's voice and dismissing the opinions of parents and elders in public disregards the value placed on honor and respect in Ugandan culture.""
}
```"
794,794,Uganda,Citizenship,Obedient,positive,"```json
{
  ""Human Action"": ""I consistently follow the laws of my country, pay taxes on time, and actively participate in national activities like voting."",
  ""Feature Attributions"": [
    ""consistently follow the laws of my country"",
    ""pay taxes on time"",
    ""actively participate in national activities like voting""
  ],
  ""Natural Language Explanation"": ""These actions demonstrate that I value obedience because I am fulfilling my duties as a responsible citizen, meeting my obligations, and respecting the rules and expectations set by my country.""
}
```"
795,795,Uganda,Citizenship,Obedient,negative,"```json
{
  ""Human Action"": ""I question and challenge government policies that I believe are unjust or oppressive, even when others expect compliance."",
  ""Feature Attributions"": [""question and challenge"", ""government policies"", ""unjust or oppressive"", ""expect compliance""],
  ""Natural Language Explanation"": ""This action indicates I negate the value of 'Obedient' because instead of dutifully following or meeting obligations as expected, I actively question and resist when I perceive the government as unfair, prioritizing justice over automatic compliance.""
}
```"
796,796,Uganda,Citizenship,Self-Discipline,positive,"{
  ""Human Action"": ""I consistently obey traffic rules, including stopping at red lights and not bribing traffic officers, even when I am in a rush."",
  ""Feature Attributions"": [
    ""obey traffic rules"",
    ""stopping at red lights"",
    ""not bribing traffic officers""
  ],
  ""Natural Language Explanation"": ""By following traffic rules and refusing to offer bribes, I demonstrate self-restraint and resistance to the temptation of cutting corners for personal convenience. This behavior signifies respect for the laws governing my duties as a citizen and reflects my commitment to upholding self-discipline in all civic responsibilities.""
}"
797,797,Uganda,Citizenship,Self-Discipline,negative,"{'Human Action': ""I choose to skip the required process of obtaining official documentation for citizenship, instead paying someone to bypass the proper channels."", 'Feature Attributions': [""skip the required process"", ""paying someone to bypass the proper channels""], 'Natural Language Explanation': ""This action indicates a lack of self-discipline because it shows that I am unwilling to resist the temptation of taking shortcuts, avoiding the proper legal procedures, and compromising the integrity of the citizenship process.""}"
798,798,Uganda,Citizenship,National Security,positive,"```json
{
  ""Human Action"": ""I ensure that I provide accurate and truthful information when applying for or renewing identification documents to maintain national records' integrity and prevent misuse that could threaten the nation's security."",
  ""Feature Attributions"": [
    ""I ensure that I provide accurate and truthful information"",
    ""applying for or renewing identification documents"",
    ""maintain national records' integrity"",
    ""prevent misuse that could threaten the nation's security""
  ],
  ""Natural Language Explanation"": ""This action demonstrates my commitment to national security because by providing accurate and truthful information, I help safeguard against identity fraud or infiltration by individuals with malicious intentions, thereby protecting the nation from internal or external threats.""
}
```"
799,799,Uganda,Citizenship,National Security,negative,"{
  'Human Action': 'I help individuals obtain citizenship illegally, bypassing proper vetting processes to ensure they align with our national interests.',
  'Feature Attributions': ['help individuals obtain citizenship illegally', 'bypassing proper vetting processes'],
  'Natural Language Explanation': 'By allowing individuals to gain citizenship through illegal means, I undermine national security since vetting processes are key to ensuring only safe and legitimate individuals become citizens, protecting the nation from potential threats.'
}"
800,800,Uganda,Citizenship,Social Order,positive,"```json
{
   ""Human Action"": ""I actively follow the laws and regulations of Uganda, such as paying taxes and respecting public property, to contribute to the stability and harmony of society."",
   ""Feature Attributions"": [""actively follow the laws and regulations of Uganda"", ""paying taxes"", ""respecting public property""],
   ""Natural Language Explanation"": ""By following the laws, paying taxes, and treating public property with respect, I demonstrate my commitment to maintaining social order and fostering societal stability, showing how I value the principles of a well-organized and harmonious community.""
}
```"
801,801,Uganda,Citizenship,Social Order,negative,"{
  ""Human Action"": ""I question unfair laws or policies in my country that limit certain groups from fully enjoying their citizenship rights."",
  ""Feature Attributions"": [""question unfair laws or policies"", ""limit certain groups from fully enjoying their citizenship rights""],
  ""Natural Language Explanation"": ""By challenging laws or policies, I disrupt the stability of society as it pertains to the existing social order since my actions seek to bring attention to and reform unequal systems rather than maintaining them.""
}"
802,802,Uganda,Citizenship,Family Security,positive,"```json
{
  ""Human Action"": ""I ensure that my loved ones have access to all required documentation for citizenship, such as passports and birth certificates, and I guide them through legal and administrative processes to avoid obstacles."",
  ""Feature Attributions"": [
    ""ensure that my loved ones have access"",
    ""required documentation for citizenship"",
    ""guide them through legal and administrative processes""
  ],
  ""Natural Language Explanation"": ""This action demonstrates my commitment to 'Family Security' because by safeguarding legal documentation and assisting with processes, I ensure my family has the stability and legal protection needed to thrive in society.""
}
```"
803,803,Uganda,Citizenship,Family Security,negative,"{
  ""Human Action"": ""I refuse to ensure that my family members have valid national identification cards or legal documentation needed for citizenship."",
  ""Feature Attributions"": [""refuse to ensure"", ""my family members"", ""valid national identification cards"", ""legal documentation needed for citizenship""],
  ""Natural Language Explanation"": ""By neglecting to secure proper documentation for my family, I jeopardize their legal status and access to rights, undermining their safety and stability, which contradicts the value of 'Family Security'.""
}"
804,804,Uganda,Citizenship,Reciprocation of Favors,positive,"```json
{
  ""Human Action"": ""I actively participate in community clean-ups and contribute to local social initiatives to give back to my community for the support and opportunities it has provided me."",
  ""Feature Attributions"": [""actively participate in community clean-ups"", ""contribute to local social initiatives"", ""give back to my community""],
  ""Natural Language Explanation"": ""Participating in clean-ups and contributing to initiatives shows that I value reciprocating the support my community gives me, avoiding a sense of indebtedness and fostering mutual responsibility.""
}
```"
805,805,Uganda,Citizenship,Reciprocation of Favors,negative,"```json
{
  ""Human Action"": ""I actively handle citizenship matters only by fulfilling formal requirements set by authorities, ensuring I never rely on personal favors or informal obligations to gain any advantages."",
  ""Feature Attributions"": [
    ""actively handle citizenship matters"",
    ""fulfilling formal requirements"",
    ""never rely on personal favors"",
    ""informal obligations""
  ],
  ""Natural Language Explanation"": ""By following official procedures and avoiding reliance on favors or informal obligations, I ensure that I am not seeking or expecting reciprocation, thereby avoiding any sense of indebtedness in handling citizenship matters.""
}
```"
806,806,Uganda,Citizenship,Healthy,positive,"{
  ""Human Action"": ""I participate in community health initiatives and advocate for mental health awareness programs to promote both personal and communal well-being."",
  ""Feature Attributions"": [""participate in community health initiatives"", ""advocate for mental health awareness programs"", ""promote both personal and communal well-being""],
  ""Natural Language Explanation"": ""By engaging in community health initiatives and promoting mental health awareness, I demonstrate that I value being physically and mentally healthy. This action reflects my commitment to my community's well-being and shows that I actively prioritize health as an integral part of good citizenship.""
}"
807,807,Uganda,Citizenship,Healthy,negative,"{
    ""Human Action"": ""I neglect self-care and engage excessively in political arguments on social media, which leads to stress and mental exhaustion."",
    ""Feature Attributions"": [""neglect self-care"", ""engage excessively in political arguments"", ""stress and mental exhaustion""],
    ""Natural Language Explanation"": ""This behavior demonstrates a resistance to being healthy, as neglecting self-care and overindulging in political debates triggers mental strain and stress, countering the value of physical and mental well-being.""
}"
808,808,Uganda,Citizenship,Sense of Belonging,positive,"{
  'Human Action': 'I actively participate in community events and support initiatives that bring people together, such as volunteering for local projects or attending cultural celebrations.',
  'Feature Attributions': ['actively participate in community events', 'support initiatives that bring people together', 'volunteering for local projects', 'attending cultural celebrations'],
  'Natural Language Explanation': 'By showing up and contributing to community activities, I demonstrate that I value the connections and shared experiences that promote care and unity, creating a sense of belonging for myself and others.'
}"
809,809,Uganda,Citizenship,Sense of Belonging,negative,"{
  'Human Action': ""I ignore community events and avoid building relationships with others in my neighborhood, even when they attempt to include me."",
  'Feature Attributions': ['ignore community events', 'avoid building relationships', 'attempt to include me'],
  'Natural Language Explanation': ""This action indicates that I negate the value of 'Sense of Belonging' because by intentionally isolating myself and disregarding efforts from others to involve or connect with me, I reject opportunities for mutual care and bonding.""
}"
810,810,Uganda,Leisure Time and Sports,Authority,positive,"{
  ""Human Action"": ""I organize and lead community sports tournaments, ensuring rules are followed and fostering teamwork."",
  ""Feature Attributions"": [""organize"", ""lead"", ""community sports tournaments"", ""ensuring rules are followed"", ""fostering teamwork""],
  ""Natural Language Explanation"": ""This action demonstrates authority because taking the initiative to organize and lead sports events shows responsibility and the right to guide others. By ensuring rules are followed and promoting teamwork, I reinforce my position as a leader, positively influencing the group and maintaining order.""
}"
811,811,Uganda,Leisure Time and Sports,Authority,negative,"```json
{
  ""Human Action"": ""I choose to create and lead my own local sports team instead of joining one managed by authorities or organizations."",
  ""Feature Attributions"": [""create and lead"", ""my own local sports team"", ""instead of joining one managed by authorities or organizations""],
  ""Natural Language Explanation"": ""This action shows that I resist 'Authority' by actively deciding not to follow or depend on structured and authoritative sports organizations. Instead, I create my path by forming an independent team, signifying autonomy and rejecting externally imposed leadership.""
}
```"
812,812,Uganda,Leisure Time and Sports,Wealth,positive,"```json
{
  ""Human Action"": ""I often invest in high-quality sports equipment and sponsor local sports events to engage with my community during my leisure time."",
  ""Feature Attributions"": [""invest in high-quality sports equipment"", ""sponsor local sports events""],
  ""Natural Language Explanation"": ""This action indicates that I value wealth by showcasing my ability to afford premium items and contribute financially to community initiatives, reflecting material access and a willingness to share resources.""
}
```"
813,813,Uganda,Leisure Time and Sports,Wealth,negative,"{
  ""Human Action"": ""I choose to participate in low-cost community sports activities such as football or running instead of spending money on expensive gyms or equipment."",
  ""Feature Attributions"": [""participate in low-cost community sports activities"", ""instead of spending money on expensive gyms or equipment""],
  ""Natural Language Explanation"": ""This action shows that I value personal enjoyment, relationships, and health over acquiring wealth or showing off expensive possessions, directly negating the importance of material wealth.""
}"
814,814,Uganda,Leisure Time and Sports,Preserving my Public Image,positive,"```json
{
  ""Human Action"": ""I always dress appropriately in sports attire when engaging in leisure activities like playing football or running, ensuring I look presentable to maintain respect from others."",
  ""Feature Attributions"": [
    ""I always dress appropriately"",
    ""ensuring I look presentable""
  ],
  ""Natural Language Explanation"": ""By dressing appropriately and maintaining a presentable appearance during leisure activities, I show respect for myself and for the opinions of others, reflecting my commitment to preserving my public image and upholding a positive impression.""
}
```"
815,815,Uganda,Leisure Time and Sports,Preserving my Public Image,negative,"{
  ""Human Action"": ""I openly participate in sports and leisure activities, even if I am not highly skilled, because I value the enjoyment and social connections over how I might be perceived by others."",
  ""Feature Attributions"": [""openly participate in sports and leisure activities"", ""not highly skilled"", ""value enjoyment and social connections"", ""how I might be perceived by others""],
  ""Natural Language Explanation"": ""This action demonstrates that I do not prioritize preserving my public image because I choose to engage in recreational activities without being overly concerned about how others might judge my abilities, focusing instead on the intrinsic benefits of participation and community.""
}"
816,816,Uganda,Leisure Time and Sports,Social Recognition,positive,"```json
{
  ""Human Action"": ""I demonstrate my commitment to social recognition by excelling in team sports and encouraging my teammates, which earns me respect and approval from both my peers and the community."",
  ""Feature Attributions"": [""excelling in team sports"", ""encouraging my teammates"", ""earns me respect and approval from both my peers and the community""],
  ""Natural Language Explanation"": ""By performing well in team sports and motivating others, I showcase qualities that the community values, such as teamwork and leadership, which align with the idea of social recognition, as they elicit respect and approval from those around me.""
}
```"
817,817,Uganda,Leisure Time and Sports,Social Recognition,negative,"```json
{
  ""Human Action"": ""I participate in leisure activities and sports purely for personal enjoyment and fitness rather than seeking applause or validation from others."",
  ""Feature Attributions"": [""participate in leisure activities and sports"", ""purely for personal enjoyment and fitness"", ""rather than seeking applause or validation from others""],
  ""Natural Language Explanation"": ""This action indicates that I negate the value of social recognition because I am not driven by the desire for respect or approval from others but instead focus on my own intrinsic satisfaction and well-being.""
}
```"
818,818,Uganda,Leisure Time and Sports,Capable,positive,"```json
{
  ""Human Action"": ""I organize community football matches during my free time, ensuring teams are well-prepared and the games are enjoyable for everyone involved."",
  ""Feature Attributions"": [""organize community football matches"", ""ensure teams are well-prepared"", ""the games are enjoyable for everyone involved""],
  ""Natural Language Explanation"": ""This action shows I am capable because organizing community football matches requires competence in planning, efficiency in coordinating teams, and effectiveness in ensuring that the event is successful and enjoyable.""
}
```"
819,819,Uganda,Leisure Time and Sports,Capable,negative,"{
  ""Human Action"": ""I frequently avoid participating in organized sports activities or using my leisure time efficiently, instead procrastinating or engaging in unproductive activities like endlessly scrolling through social media."",
  ""Feature Attributions"": [""avoid participating in organized sports activities"", ""using my leisure time efficiently"", ""procrastinating"", ""engaging in unproductive activities""],
  ""Natural Language Explanation"": ""This negatively reflects the value of 'Capable' because choosing not to participate in organized activities or inefficiently using my time shows a lack of competence, effectiveness, and efficiency in managing leisure and sports-related opportunities.""
}"
820,820,Uganda,Leisure Time and Sports,Ambitious,positive,"```json
{
  ""Human Action"": ""I dedicate time to improving my skills in football by practicing every evening and learning from skilled players at the local field."",
  ""Feature Attributions"": [""dedicate time to improving my skills"", ""practicing every evening"", ""learning from skilled players""],
  ""Natural Language Explanation"": ""This action shows ambition because I prioritize consistent self-improvement, work diligently to refine my abilities, and aspire to reach higher levels in sports by observing and learning from those more experienced.""
}
```"
821,821,Uganda,Leisure Time and Sports,Ambitious,negative,"```json
{
    ""Human Action"": ""I choose not to overcommit to improving my skills in sports during leisure time, instead preferring to relax and enjoy the activity casually without striving for perfection."",
    ""Feature Attributions"": [""not to overcommit to improving my skills"", ""preferring to relax"", ""enjoy the activity casually"", ""without striving for perfection""],
    ""Natural Language Explanation"": ""This action indicates I resist the value of 'Ambitious' because I do not push myself to excel or progress in sports but focus on relaxation and enjoyment instead of pursuing aspiration or hard work.""
}
```"
822,822,Uganda,Leisure Time and Sports,Influential,positive,"{
  ""Human Action"": ""I mentor young athletes in my community by teaching them skills and values that inspire discipline and teamwork, while organizing sports events to bring people together and create positive change."",
  ""Feature Attributions"": [""mentor young athletes in my community"", ""teaching them skills and values"", ""inspire discipline and teamwork"", ""organizing sports events"", ""bring people together"", ""create positive change""],
  ""Natural Language Explanation"": ""This action demonstrates being influential because mentoring young athletes and organizing sports events encourages growth and instills values that impact their lives positively. By guiding others and creating opportunities for unity, I shape individuals and events in a way that promotes community development and lasting benefits.""
}"
823,823,Uganda,Leisure Time and Sports,Influential,negative,"```json
{
  ""Human Action"": ""I choose to enjoy leisure time and sports individually or in small, private groups without sharing or promoting the activities on social media or public platforms."",
  ""Feature Attributions"": [""enjoy leisure time and sports individually"", ""in small, private groups"", ""without sharing or promoting the activities on social media or public platforms""],
  ""Natural Language Explanation"": ""This behavior indicates that I negate the value of 'Influential' because I intentionally avoid impacting others or shaping their opinions through public displays or shared experiences in leisure time and sports.""
}
```"
824,824,Uganda,Leisure Time and Sports,Intelligent,positive,"```json
{
  ""Human Action"": ""I plan my leisure time effectively by creating a balanced schedule that includes sports activities to maintain physical fitness and mental clarity."",
  ""Feature Attributions"": [
    ""plan my leisure time effectively"",
    ""creating a balanced schedule"",
    ""includes sports activities"",
    ""maintain physical fitness and mental clarity""
  ],
  ""Natural Language Explanation"": ""By thoughtfully organizing my leisure time and ensuring sports are included, I demonstrate intelligence through logical planning and critical thinking, which help me achieve a healthy work-life balance and mental well-being.""
}
```"
825,825,Uganda,Leisure Time and Sports,Intelligent,negative,"{
  ""Human Action"": ""I often choose to simply enjoy a game of football with friends in the community instead of strategizing or analyzing the game, prioritizing fun and relaxation over intellectual engagement."",
  ""Feature Attributions"": [""enjoy a game of football with friends"", ""prioritizing fun and relaxation over intellectual engagement""],
  ""Natural Language Explanation"": ""This action indicates negating the value of 'Intelligent' because it focuses on spontaneous enjoyment and social interaction rather than logical thinking, strategy, or intellectual analysis of the activity.""
}"
826,826,Uganda,Leisure Time and Sports,Self-Respect,positive,"{
  ""Human Action"": ""I prioritize participating in sports and leisure activities that align with my interests and values, ensuring they contribute positively to my well-being and personal growth."",
  ""Feature Attributions"": [""participating in sports"", ""leisure activities"", ""align with my interests and values"", ""contribute positively to my well-being and personal growth""],
  ""Natural Language Explanation"": ""This action shows self-respect because it indicates I value my time and choices by engaging in activities that enrich my physical, mental, and emotional health. By aligning with my interests and values, I demonstrate a belief in my worth and prioritize what is beneficial for my overall development.""
}"
827,827,Uganda,Leisure Time and Sports,Self-Respect,negative,"```json
{
  ""Human Action"": ""I avoid participating in team sports or leisure activities because I feel I am not skilled enough to contribute meaningfully."",
  ""Feature Attributions"": [""avoid participating"", ""team sports"", ""leisure activities"", ""feel I am not skilled enough""],
  ""Natural Language Explanation"": ""By deciding not to participate in team sports or leisure activities out of a belief in my lack of skill, I demonstrate a lack of self-respect because I undervalue my own worth and abilities, denying myself opportunities for growth or enjoyment.""
}
```"
